,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
137158,--cZ6Hhc9F7VkKXxHMVZSQ,"""Pio Pio""",Dilworth,"""1408 E Blvd""",Charlotte,NC,28203,35.1998528426,-80.8448199047,4.0,317,1,Spanish;Peruvian;Restaurants;Latin American
137162,8ONIgnNHGS_2USuaLcHdxQ,"""Sunshine's Asian Cuisine""",,"""215 West A St""",Kannapolis,NC,28081,35.4976436,-80.6259988,3.5,25,1,Thai;Asian Fusion;Restaurants
137244,PCugqia4CsE9krMJyJ8UXw,"""Salsarita's Express""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2242230736,-80.9402901706,2.5,61,1,Mexican;Restaurants
137293,IBhkoUMQWcN7O69Xdy807w,"""LongHorn Steakhouse""",,"""16641 Statesville Rd""",Huntersville,NC,28078,35.441455,-80.866159,3.5,33,1,Steakhouses;Barbeque;American (Traditional);Restaurants
137295,WKntGwdAr_vuSx02VFvQgw,"""Food Lion""",Eastland,"""7400 The Plz""",Charlotte,NC,28215,35.2574987,-80.7343993,4.0,3,1,Delis;Sandwiches;Food;Grocery;Restaurants
137434,DI8SC8MF0wh3ba45aN9dTw,"""Dunkin' Donuts""",,"""1545-1599 Freedom Dr""",Charlotte,NC,28208,35.2289287,-80.8669827,3.0,6,1,Restaurants;American (Traditional)
137442,wjOwf9KLKfo8pGdWXtfbaw,"""Zoes Kitchen""",,"""16735 Cranlyn Rd, Ste D""",Huntersville,NC,28078,35.4455696839,-80.8778740851,3.5,76,1,Greek;Sandwiches;Salad;Event Planning & Services;Restaurants;Mediterranean;Caterers
137455,qD2XkKW6yOcdfszjVtlpVg,"""2000 Cafe""",,"""3870 W Franklin Blvd""",Gastonia,NC,28052,35.2573468,-81.2557204,4.0,7,1,Chinese;Restaurants
137515,LpAdf_z1A9REhTQjr1B4cA,"""McCormick & Schmick's""",South Park,"""4335 Barclay Downs Dr""",Charlotte,NC,28209,35.1529699851,-80.834318954,3.5,113,1,American (Traditional);Seafood;Nightlife;Wine Bars;Steakhouses;Bars;Restaurants
137548,3updrm94n-0QrcwQZTL_Lw,"""Samvay's Wings & Subs""",,"""303 N Main St""",Mount Holly,NC,28120,35.3029006294,-81.0151747327,5.0,22,1,Sandwiches;Pan Asian;Chicken Wings;Restaurants
137581,pCb0jYxksLR562vV7As1bQ,"""Chris' Deli""",Eastland,"""3619 E Independence Blvd""",Charlotte,NC,28205,35.202137,-80.781657,4.5,54,1,Delis;Sandwiches;Restaurants
137677,7ig1QGYCgJV-L_5iMtVdgw,"""Gleiberman's Kosher Mart & Restaurant""",,"""5668-D International Dr""",Charlotte,NC,28270,35.135164,-80.778632,3.0,12,1,Delis;Restaurants;Grocery;Food;Kosher
137701,2Ow-hFjuUJNrOJelKjfj6w,"""Taco Bell""",Derita,"""5110 Sunset Rd""",Charlotte,NC,28269,35.308318,-80.842621,2.0,7,1,Tex-Mex;Mexican;Fast Food;Restaurants
137741,bcCBj67idzZMrjqbsyjEyQ,"""Dot Dot Dot""",,"""4237 Park Rd, Unit B""",Charlotte,NC,28209,35.174487,-80.8484579,3.5,45,1,Bars;American (New);Restaurants;Cocktail Bars;Nightlife
137767,dJfiXs0BwwkGKl0sXC3dzw,"""Sithara""",University City,"""9609 N Tryon St, Unit I""",Charlotte,NC,28262,35.3172202,-80.7391337,4.0,30,1,Indian;Caterers;Restaurants;Event Planning & Services;Buffets;Vegetarian
137801,tMlVZWa4SsI01qYMRQerKg,"""7th Street Public Market""",First Ward,"""224 E 7th St""",Charlotte,NC,28202,35.2276651687,-80.8381052823,4.5,168,1,Public Markets;Restaurants;Bars;Farmers Market;Shopping;Local Flavor;Wine Bars;Nightlife;Food;Grocery;Beer Bar;Specialty Food
137808,EQIT5u3x0TX_hFGi8C_fpA,"""McDonald's""",,"""6700 Kee Ln""",Harrisburg,NC,28075,35.3225144,-80.6458476,1.5,10,1,Fast Food;Restaurants;Burgers
137814,XQRqEueK3br2lXRtBQPN6g,"""Chipotle Mexican Grill""",,"""11619 Waverly Center Dr""",Charlotte,NC,28277,35.0507959,-80.767278,4.0,6,1,Restaurants;Fast Food;Mexican
137838,-Bb3kfdHIX1qm2RvtHnOTQ,"""Jimmy John's""",,"""2233 Matthews Township Pkwy""",Matthews,NC,28105,35.128028,-80.702461,3.0,16,1,Food;Sandwiches;Delis;Food Delivery Services;Restaurants
137933,hhNq1G3t1BhGjTctx4U8Xw,"""La Unica""",,"""4350 Main St""",Harrisburg,NC,28075,35.32706,-80.648073,4.0,49,1,Restaurants;Mexican
137937,R61ohx9M8sw_gHsPoDCgyw,"""Panera Bread""",Dilworth,"""1000 Blythe Blvd""",Charlotte,NC,28203,35.2034162,-80.8385574,3.0,12,1,Salad;Restaurants;Soup;Sandwiches
137997,AHosGBveeXx9YjsQvdJgeg,"""Bentley's on 27""",Uptown,"""201 S College St, Fl 27""",Charlotte,NC,28244,35.2249278,-80.8434887,4.0,111,1,Steakhouses;Restaurants;French;Seafood
138096,ddEDgarAoRJ_ANMvTuRkzw,"""Taco Bell""",,"""1110 E. Hudson Blvd.""",Gastonia,NC,28054,35.23256,-81.169418,1.5,6,1,Restaurants;Mexican;Tex-Mex;Fast Food
138100,J3YktOV6HCQYIVRU_lVZJA,"""Chipotle Mexican Grill""",University City,"""9335 N Tryon St, Ste 101""",Charlotte,NC,28262,35.3133839,-80.7431575,3.0,68,1,Fast Food;Restaurants;Mexican
138120,DlPdPKci3UTKsFILr6nuCg,"""McDonald's""",Starmount,"""8038 S Tryon St""",Charlotte,NC,28273,35.143937,-80.929931,2.0,6,1,Fast Food;Burgers;Restaurants
138139,8WIcKHx7of-pyj2C3CyuIg,"""Five Guys""",,"""9826 Gilead Rd""",Huntersville,NC,28078,35.4062675,-80.8643534,4.0,18,1,Fast Food;Buffets;American (New);Burgers;Restaurants
138184,a_ZTzmEgdKiSgujroKe9cg,"""Which Wich""",Ballantyne,"""9831-G Rea Rd""",Charlotte,NC,28277,35.0352281906,-80.8044755093,3.0,12,1,Sandwiches;Restaurants
138185,YAJzBGvqT3dT_qAg6u8E1A,"""Lebowski's Neighborhood Grill""",Dilworth,"""1524 East Blvd""",Charlotte,NC,28203,35.199889,-80.842288,4.5,317,1,American (Traditional);Pubs;Restaurants;Sports Bars;Bars;Nightlife
138226,b-0q4xbL6EWYUqnwqcYM4Q,"""Monterrey Mexican Restaurant""",,"""9623 E Independence Blvd""",Matthews,NC,28105,35.1357117,-80.7126734,3.5,54,1,Restaurants;Mexican
138344,trodK1jXLGIn5qjJCooIpQ,"""Rooster's at Southpark""",South Park,"""6601 Morrison Blvd""",Charlotte,NC,28211,35.153958,-80.8278787,4.0,267,1,American (New);Restaurants;Breakfast & Brunch;Southern
138399,HzGeL_H3rkm5W9DkN9FQBw,"""Golden Wok""",,"""1535 Remount Rd""",Charlotte,NC,28208,35.2158447,-80.8839121,3.5,3,1,Chinese;Seafood;Restaurants;Soup
138416,SHC5B8k-F-LSaf5X8kpmEw,"""American Girl Charlotte""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28211,35.1539066,-80.8318692,4.0,8,1,Restaurants;Shopping;American (Traditional);Toy Stores
138572,rgg8WrhcqxXecU58BPCoqQ,"""Wendy's""",,"""270 Carowinds Blvd""",Fort Mill,SC,29708,35.0957476278,-80.9361884981,2.0,22,1,Burgers;Restaurants;Fast Food
138644,TjpjYgP5PgV31Z21vy9bOg,"""The Wooden Spoon""",,"""8480 Pit Stop Ct""",Concord,NC,28027,35.3749972356,-80.723955172,3.0,13,1,Seafood;Breakfast & Brunch;American (Traditional);Restaurants
138663,K2WJ-BPzzmP9cVIImvai6g,"""Cherry Sushi & Grill""",,"""526 Mercantile Pl, Ste 101""",Fort Mill,SC,29715,35.0571301,-80.9344997,2.5,39,1,Sushi Bars;Restaurants;American (Traditional);Japanese
138672,uwpPniaFEVkK5T_PWdQZ0A,"""Le Peep""",Arboretum,"""8140-100 Providence Rd""",Charlotte,NC,28277,35.096737,-80.778558,3.5,125,1,American (Traditional);Food;Coffee & Tea;Restaurants;Breakfast & Brunch
138716,5PyqkF8zZbfgFDyAcLUehQ,"""The EpiCentre""",Uptown,"""210 E Trade St""",Charlotte,NC,28202,35.226210082,-80.8426542693,3.5,89,1,Restaurants;Nightlife;Shopping Centers;Bars;Shopping
138789,ljjBWO5u-frOjVC-6amy1w,"""Corner Cafe & Catering""",,"""11200 Nations Ford Rd""",Pineville,NC,28134,35.1118189,-80.915583,4.0,14,1,Breakfast & Brunch;Cafes;Event Planning & Services;Caterers;Restaurants
138809,YJHLpMUfmxiAduwwFp77cg,"""McDonald's""",Eastland,"""8121 University City Blvd""",Charlotte,NC,28213,35.2202296588,-80.7028701817,2.0,8,1,Restaurants;Fast Food;Burgers
138818,Buko5LgWKnOen39NcoKHdQ,"""City Lights Rooftop""",Uptown,"""555 S McDowell St""",Charlotte,NC,28204,35.2168065,-80.8382539,2.5,41,1,Restaurants;American (Traditional);Lounges;Bars;Nightlife
138934,OF7CLTVXD5zvsi7TZ7gU0Q,"""Logan's Roadhouse""",,"""2431 Wonder Dr""",Kannapolis,NC,28083,35.4651622,-80.5885417,3.0,31,1,Steakhouses;American (Traditional);Restaurants;Barbeque
138946,ySxzIcTscvvmDIh7LaSIVA,"""Smoothie King""",,"""2000 Hwy 160 W, Ste 111""",Fort Mill,SC,29708,35.0389912232,-80.9788861871,4.0,4,1,Specialty Food;Restaurants;Food;Gluten-Free;Vegetarian;Health Markets;Juice Bars & Smoothies
139019,9od7WQ6N7xwpUnGWu7J01Q,"""Chick-fil-A""",Arboretum,"""3117 Pineville Matthews Rd""",Charlotte,NC,28226,35.098863,-80.781315,4.0,30,1,Event Planning & Services;Sandwiches;Fast Food;Caterers;Restaurants
139148,SDdB_gFAWW23cNmtwT-dAA,"""Maria's Mexican Restaurant""",Starmount,"""5234 South Blvd""",Charlotte,NC,28217,35.1656426,-80.8763708,3.5,70,1,Mexican;Restaurants
139157,gI6rLFU0jwO-wHEsl__5QQ,"""QDOBA Mexican Eats""",Arboretum,"""8200 Providence Rd, Ste 100""",Charlotte,NC,28277,35.0953592736,-80.7792927232,2.5,14,1,Caterers;Fast Food;Restaurants;Event Planning & Services;Mexican;Sandwiches
139210,Uftnd7njdHNFxhz_6rpUrA,"""Sea Level NC""",First Ward,"""129 E 5th St""",Charlotte,NC,28202,35.2276081,-80.8414607,4.0,248,1,Breakfast & Brunch;Live/Raw Food;Nightlife;Restaurants;American (New);Seafood;Cocktail Bars;Bars
139236,XOMZyF__Wnm0GHhb1uHw6w,"""Sun Sing Express Chinese Food""",,"""886 Concord Pkwy N""",Concord,NC,28027,35.4260134,-80.6147601,3.0,8,1,Restaurants;Chinese
139248,B6k7GdsOFhqMKVa7KGZidg,"""McAlister's Deli""",,"""2217-A Matthews Township Pkwy""",Matthews,NC,28105,35.129219,-80.702957,3.5,33,1,Salad;Sandwiches;Restaurants;Delis
139307,OxS3vO6dFwkCz_Zjl71M-w,"""Lempira Restaurant""",Eastland,"""4439 Central Ave""",Charlotte,NC,28205,35.2139238084,-80.7692369994,3.5,28,1,Mexican;Seafood;Latin American;Restaurants
139413,u30sGj_F4iNw9gCfjbpV-Q,"""The Wine Room""",,"""5401 Village Dr NW""",Concord,NC,28027,35.4141736,-80.6701084,3.0,12,1,American (Traditional);Wine Bars;Nightlife;Restaurants;Beer;Wine & Spirits;Sandwiches;Bars;Food
139507,_F4qxboOpRaOOMWsmXU8QA,"""Pollo Campero""",Eastland,"""5727 N Sharon Amity Rd, Ste D""",Charlotte,NC,28215,35.2354634736,-80.7386802882,4.0,48,1,Fast Food;Empanadas;Chicken Shop;Restaurants;Latin American;Food;Peruvian
139552,RApd_uvsR3dDNekgc1Emrw,"""Boiling Pot""",,"""7010 Smith Corners Blvd, Ste F""",Charlotte,NC,28269,35.3501544,-80.8429322,4.0,56,1,Do-It-Yourself Food;Tapas Bars;Burgers;Hot Pot;Restaurants;Fondue;Food
139553,Cn6GXSkcyrCOxQYIK73gDw,"""Bagel Boat""",,"""4090 Charlotte Hwy""",Lake Wylie,SC,29710,35.1099757308,-81.0442433231,4.5,62,1,Sandwiches;Breakfast & Brunch;Caterers;Cafes;Bagels;Event Planning & Services;Restaurants;Food;Food Delivery Services
139574,KIyjEZTeoXOa77ph3KmjgQ,"""Which Wich""",Myers Park,"""1055 Metropolitan Ave, Ste 140""",Charlotte,NC,28204,35.2131096197,-80.8351922035,4.0,38,1,Restaurants;Sandwiches
139705,XeF3jqk2a5r6R_clrSZ71Q,"""IHOP""",,"""800 Cloverleaf Plz""",Kannapolis,NC,28083,35.4502359,-80.6091963,3.0,22,1,Restaurants;Breakfast & Brunch;American (Traditional);American (New)
139749,fjJeO9R5YLOBo15d3Ke2bQ,"""Chex Grill""",,"""2734 Freedom Dr""",Charlotte,NC,28208,35.2392427825,-80.8842752874,4.0,20,1,Restaurants;American (New);Food;Sandwiches
139864,bMIVYOyr0pOYHUDNsmSDwg,"""The Suffolk Punch""",,"""2911 Griffith St""",Charlotte,NC,28203,35.2004358,-80.86909,4.0,77,1,Bars;Nightlife;Cocktail Bars;Gastropubs;Restaurants;Coffee & Tea;Beer Bar;American (Traditional);Food;Breweries
139891,h1l5MNEqgpM_KLiOBLCqoA,"""Which Wich""",,"""16620 Cranlyn Rd, Ste 140""",Huntersville,NC,28078,35.4449027,-80.8770459,4.0,40,1,Restaurants;Sandwiches;American (New)
139897,OiutT-PHcZd6y2cEJ_yEVw,"""Chuck E. Cheese's""",,"""7701 Pineville Matthws Rd""",Charlotte,NC,28226,35.086145,-80.849974,3.0,18,1,Restaurants;Pizza
139923,dfrYOqM0hxcsOTPIcRDUVg,"""Taste of Buffalo Pizzeria""",,"""9610 Sherrill Estates Rd, Ste B""",Huntersville,NC,28078,35.4367237,-80.8650021,3.5,71,1,Italian;Pizza;Restaurants;Sandwiches
139967,yquZns3fydnxOVLk9yIQ8A,"""Showmars South Park Mall""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28211,35.1518374,-80.8304036,3.0,8,1,Greek;Southern;Restaurants;Fast Food
140047,ewSh93zoRx0DIWRKU-fFwQ,"""Fenwick's""",Elizabeth,"""511 Providence Rd""",Charlotte,NC,28207,35.2031192,-80.824429,4.0,100,1,Restaurants;American (Traditional)
140140,XNboW0mRBApLxIzoXvhHNA,"""Wu's Cajun Sea Food""",South End,"""1714 South Blvd""",Charlotte,NC,28203,35.2125372,-80.8576343,3.5,169,1,Restaurants;Seafood;Cajun/Creole
140163,qo8lGwM8-AoQex5otIR93g,"""Papa John's Pizza""",,"""8016 Cambridge Commons Dr, Ste B""",Charlotte,NC,28215,35.2524515,-80.6574073,3.5,3,1,Italian;Restaurants;Pizza
140256,yV5uw7PUv-aj4bnXYB3aag,"""Hardee's""",,"""2135 N Chester St""",Gastonia,NC,28052,35.2889462,-81.1885225,1.5,3,1,Restaurants;Fast Food
140333,AYjoB5yF6q6lfGZ_gFXT5A,"""Hooters""",,"""3725 East Franklin Blvd""",Gastonia,NC,28054,35.2569414,-81.1133801,1.5,12,1,Chicken Wings;Nightlife;Sports Bars;American (Traditional);Restaurants;Bars
140350,HvGHNpuJSiDMIw4aY_jy6A,"""Chokh Di Noodle House""",,"""14015 E Independence Blvd, Ste I""",Indian Trail,NC,28079,35.0792755963,-80.6551620363,4.5,25,1,Japanese;Vietnamese;Asian Fusion;Noodles;Restaurants;Thai
140357,LKuzbx5Yt3yqiokUFdjVhg,"""China Wing""",Starmount,"""808 E Arrowood Rd""",Charlotte,NC,28217,35.1373093,-80.8784632,4.0,91,1,Restaurants;Chinese;Korean
140371,BxIB1y-AqZSnFYxnzLrWBA,"""Arby's""",Starmount,"""4724 South Blvd""",Charlotte,NC,28217,35.1754310223,-80.8762274857,3.0,14,1,Fast Food;American (Traditional);Sandwiches;Restaurants
140385,CcK-g4IrT8E0ywMJFb63TA,"""McAlister's Deli""",Highland Creek,"""2706 W Mallard Creek Church Rd""",Charlotte,NC,28262,35.3404439,-80.7653197,3.5,36,1,Delis;Salad;Sandwiches;American (Traditional);Restaurants
140432,tshN5rYRrzanHu4ZiwCVrA,"""Olive Garden Italian Restaurant""",,"""8225 Northlake Commons Blvd""",Charlotte,NC,28216,35.3483916,-80.8546341,3.0,79,1,Italian;Wine Bars;Salad;Nightlife;Restaurants;Bars
140445,iiuXldyDVwgtmFwo_pxSAg,"""Wild Wing Cafe""",Steele Creek,"""2132 Ayrsley Town Blvd""",Charlotte,NC,28273,35.1385727,-80.9348404,3.0,112,1,Restaurants;Burgers;Chicken Wings;American (Traditional)
140534,S1MVNBRwbS5nIbCVl_hEEg,"""Pizza Hut""",,"""6732 B Old Monroe Rd""",Indian Trail,NC,28079,35.0474369,-80.646318,3.5,3,1,Pizza;Italian;Restaurants;Chicken Wings
140545,TJwMIZiGB2FA5bJvn444EA,"""204 North Kitchen & Cocktails""",First Ward,"""204 N Tryon""",Charlotte,NC,28202,35.2278951201,-80.8415232516,3.5,141,1,Restaurants;Cocktail Bars;Breakfast & Brunch;American (Traditional);American (New);Bars;Nightlife
140693,31acLzszeCCpeXmyAnoTdg,"""Stagioni Four Seasons of Food""",Elizabeth,"""715 Providence Rd""",Charlotte,NC,28207,35.200325,-80.824611,4.0,116,1,Bars;Restaurants;Nightlife;Italian
140898,KHXurEsX7zv3nIJ9kY2XnA,"""Sake Express""",,"""349 W Charlotte Ave""",Mount Holly,NC,28012,35.2996726,-81.022281,3.5,16,1,Food;Fast Food;Restaurants;Japanese
140927,o0Y5O_D8RQCx0NEwqPjASQ,"""Evoke""",Uptown,"""555 S McDowell St""",Charlotte,NC,28204,35.21681,-80.838267,3.5,77,1,Nightlife;Restaurants;Bars;Steakhouses;Wine Bars
140969,0VgKFEeDh_wX3AMCCkmKfw,"""Cook Out""",,"""13703 B Hwy 74""",Indian Trail,NC,28079,35.085903,-80.661836,3.5,22,1,Fast Food;Burgers;Restaurants;Barbeque
140984,-bE8nlxctAfJQ3Un4MaZXQ,"""Cadillac Cafe""",,"""10725 Pineville Rd""",Pineville,NC,28134,35.0954124,-80.8821588,4.5,3,1,Restaurants;American (Traditional);Car Dealers;Food;Sandwiches;Automotive;Cafes
140986,osSwv6CJy5hDKQdOKeyTow,"""Ru San's""",Sedgefield,"""2440 Park Rd""",Charlotte,NC,28203,35.197737681,-80.8527190503,4.0,482,1,Sushi Bars;Japanese;Restaurants
141027,RiNsVx2Zn_eoRaR23anbDQ,"""Don Pedro""",,"""3272 Union Rd""",Gastonia,NC,28056,35.2086242,-81.1651014,4.0,24,1,Restaurants;Mexican
141050,FAqDh5nGZkMrlJXbC7S9Uw,"""Taco Bell""",,"""13710 Independence Blvd""",Indian Trail,NC,28079,35.08382,-80.66064,2.5,7,1,Mexican;Tex-Mex;Fast Food;Restaurants
141215,1lvMplnNVHjsMm0JWM8GGQ,"""Captain D's""",,"""2838 Freedom Dr""",Charlotte,NC,28228,35.2403298,-80.8855865,3.0,5,1,Restaurants;Seafood;Fish & Chips;American (Traditional);Fast Food
141216,PdOPC5odHiF5WabwrE07KQ,"""Chicken Salad Chick""",,"""8915 Christenbury Pkwy""",Concord,NC,28027,35.375055,-80.73411,4.0,22,1,Sandwiches;Cafes;Chicken Shop;Southern;Restaurants;Salad
141354,Zf0yAML6-MrBlB_uF78Xxg,"""Pizza Hut""",,"""14210 Market Square De, Ste F2""",Huntersville,NC,28078,35.407082,-80.864037,2.5,9,1,Italian;Chicken Wings;Restaurants;Pizza
141426,qqIGwFEE-2My54wRM11eAw,"""Taxco Mexican Grill""",,"""6418 Wilkinson Blvd""",Belmont,NC,28012,35.2511857,-81.0448467,3.5,31,1,Mexican;Restaurants
141482,Zo9nErKOVrY9d7Bfa1Gn2g,"""Comfort Foods on Wheels""",Uptown,"""""",Charlotte,NC,28027,35.2270869,-80.8431267,4.5,3,1,Food Trucks;American (Traditional);Comfort Food;Southern;Soul Food;Food;Restaurants
141519,ME6VmP-E1TgSvXsUcagPrg,"""McDonald's""",,"""10249 Cane Creek Dr""",Huntersville,NC,28078,35.3705292185,-80.8306706623,3.5,3,1,Fast Food;Restaurants
141538,opBoB-pMHzUaK0-zsnUd1Q,"""The Dive N""",,"""109 N Polk St""",Pineville,NC,28134,35.0859529,-80.8870612,4.0,93,1,Restaurants;Diners
141566,DtNxNpyxy2ctvxpg-LCS_w,"""Steamers Sports Pub""",Eastland,"""1513 Pierson Dr""",Charlotte,NC,28205,35.199529,-80.764312,3.5,39,1,Sports Bars;Bars;Burgers;Beer Bar;Pubs;Nightlife;Restaurants
141609,VuMgHCUasTQurgz69wmqjg,"""Coral Sushi""",,"""9525 Birkdale Crossing Dr""",Huntersville,NC,28078,35.4427114,-80.8858163,4.0,76,1,Sushi Bars;Restaurants;Japanese
141613,3N7pvxYoWlMc9KCsCWV5nA,"""Bojangles""",,"""1657 Bessemer City Rd""",Gastonia,NC,28052,35.2782283,-81.2333786,2.0,4,1,Southern;Restaurants;Fast Food
141649,KdczpWW4AxTbBKH6ZnTGYg,"""Just Fresh Bakery Cafe""",Dilworth,"""1231 E Blvd""",Charlotte,NC,28203,35.2031314,-80.8457515,3.0,28,1,Juice Bars & Smoothies;Breakfast & Brunch;American (Traditional);Restaurants;Food;Southern
141721,dr2SFQloieTs2oXj9r_9AQ,"""El Vallarta""",,"""1480 Concord Pkwy N""",Concord,NC,28025,35.4403311,-80.6035231,3.0,33,1,Mexican;Restaurants
141744,MYnD-mEnOXNqrfIT2GeZqA,"""Mortimer's Cafe and Pub""",Uptown,"""210 E Trade St, Ste 148-C""",Charlotte,NC,28202,35.2253172,-80.8424885,3.5,158,1,Nightlife;American (Traditional);Restaurants;Bars;Wraps;Pubs
141882,iT_u1VSw03Mr9ze5oJsGew,"""Uncle Maddio's Pizza Joint""",Uptown,"""101 S Tryon St, Ste 8""",Charlotte,NC,28202,35.226036841,-80.8431325124,4.0,52,1,Breakfast & Brunch;Salad;Restaurants;Pizza;Diners
142085,WAmCIDi3qn2VI7OUqZfjYQ,"""Solstice Tavern""",NoDa,"""3221 N Davidson St""",Charlotte,NC,28205,35.2475984,-80.8050066,3.5,122,1,Nightlife;Burgers;Sports Bars;Fast Food;Restaurants;Bars;American (Traditional)
142094,O7oel6U2R9egvZcW9qNrww,"""Pizza Hut""",,"""20300 W Catawba Ave""",Cornelius,NC,28031,35.482521,-80.8785259,1.5,23,1,Chicken Wings;Pizza;Restaurants;Italian
142145,TTFbaLpIwrjFx7YIL2pbJA,"""Kabab-Je Rotisserie & Grille""",,"""2233 Matthews Township Pkwy, Ste E""",Matthews,NC,28105,35.1281898,-80.7022409,4.5,389,1,Lebanese;Mediterranean;Vegan;Restaurants;Middle Eastern
142237,PyT8D6pfs1yzU3Ca_us_3Q,"""Taco Bell""",,"""7751 Gateway Lane""",Concord,NC,28027,35.369405,-80.7095,2.0,6,1,Tex-Mex;Mexican;Fast Food;Restaurants
142334,3v1c2BsFFcWlpV3S3LS8dA,"""Taipei Express""",Elizabeth,"""731 Providence Rd""",Charlotte,NC,28207,35.1998353,-80.8252561,4.0,66,1,Chinese;Restaurants
142357,7oidzgpTuentm7S3F2UFTg,"""Sushi Star""",,"""9905-B Rose Commons Dr""",Huntersville,NC,28078,35.408729,-80.86296,3.5,73,1,Sushi Bars;Japanese;Restaurants
142370,Fufm0lM0opOKXiu30ZQjDA,"""Bangkok Ocha""",,"""7629 Pineville Matthws Rd""",Charlotte,NC,28226,35.086393,-80.848856,3.5,70,1,Thai;Restaurants
142401,-5XuRAfrjEiMN77J4gMQZQ,"""Berrybrook Farm Natural Foods""",Dilworth,"""1257 E Blvd""",Charlotte,NC,28203,35.2023563,-80.8448666,4.0,51,1,Home & Garden;Juice Bars & Smoothies;Home Services;Specialty Food;Restaurants;Sandwiches;Health Markets;Shopping;Grocery;Vegetarian;Building Supplies;Farmers Market;Food
142406,DEv1EGuIRLPrSeywbiN4zQ,"""Burger King""",Biddleville,"""2601 Beatties Ford Rd""",Charlotte,NC,28216,35.269426,-80.854484,1.0,4,1,Restaurants;Burgers
142509,m9x3lP68vCe9EOB7EcA1lg,"""Asian Wok""",,"""10715 C Park Rd""",Charlotte,NC,28210,35.0910095654,-80.8692635023,3.5,15,1,Restaurants;Chinese
142528,COKSA2i-9GVwKjCu5jI8Ew,"""Chicken King""",,"""130 W Charlotte Ave""",Mount Holly,NC,28120,35.2984303,-81.0174483,4.5,32,1,Fast Food;Chicken Shop;Restaurants
143075,EAt4rIjErbsz97lh7f0r_Q,"""The Full Moon Oyster Bar""",,"""5011 Weddington Rd""",Concord,NC,28027,35.3967068,-80.6615136,4.0,78,1,Nightlife;Restaurants;American (Traditional);Bars;Seafood
143160,aNhHmFb3sDlFDoI5wDbpWQ,"""Subway""",,"""10110 Northcross Center Ct""",Huntersville,NC,28078,35.443109,-80.860149,3.5,3,1,Restaurants;Sandwiches;Fast Food
143185,f_R4-FMtQ2Dj6m8LNuse1w,"""Libretto's Pizzeria""",Uptown,"""15205 John J Delaney Dr""",Charlotte,NC,28277,35.2253779,-80.8419613,3.0,132,1,Restaurants;Pizza;Italian
143225,2kfXHEV-bx0nTp0MzLQgSA,"""El Toro""",,"""20930 Torrence Chapel Rd""",Cornelius,NC,28031,35.488724,-80.87493,4.5,66,1,Restaurants;Mexican
143275,Yecau5RHd7hjMlsZFBccFQ,"""Cottage Express""",,"""1704 Harris Houston Rd, Ste 4""",Charlotte,NC,28262,35.3151134,-80.6998179,2.0,11,1,Restaurants;Chinese;American (New)
143309,QeDkfLmXVguytF3Of9zg-Q,"""Boudreaux's Louisiana Kitchen""",NoDa,"""501 E 36th St""",Charlotte,NC,28205,35.247776,-80.804143,3.5,264,1,Restaurants;Breakfast & Brunch;Cajun/Creole
143390,ebwM2pckHieHvK6h1scuBw,"""Lazeez Mediterranean Grill""",University City,"""9311 Jw Clay Blvd""",Charlotte,NC,28262,35.311359,-80.746403,4.0,79,1,Halal;Nightlife;Cocktail Bars;Mediterranean;Middle Eastern;Bars;Restaurants
143391,CITXSUcKxjFFWJitVhuS0A,"""Culver's""",University City,"""7031 University City Blvd""",Charlotte,NC,28262,35.290307,-80.7645265,4.0,43,1,Fast Food;Restaurants;Burgers;Food;Ice Cream & Frozen Yogurt
143474,GHBLPfbssjupzlhBfCoF3A,"""SOL Southwest Kitchen and Tequila Bar""",Steele Creek,"""8724 Outlets Blvd""",Charlotte,NC,28278,35.1704559,-80.9729209,4.5,11,1,Restaurants;Mexican
143527,0JoteSDMdGJSgYzk60vSdQ,"""Sprouts Cafe""",,"""1012 S New Hope Rd""",Gastonia,NC,28054,35.2521821,-81.1448019,4.0,35,1,Juice Bars & Smoothies;Food;Specialty Food;Restaurants;American (Traditional);Salad;Health Markets
143562,7GA4LgzhnDi24Y1bp8pSaA,"""RUE72clt""",,"""1820 Harris Houston Rd, Ste 621666""",Charlotte,NC,28262,35.3160993,-80.6999907,3.0,5,1,Tacos;Mexican;Food;Restaurants;Fish & Chips;Food Trucks
143572,Kg2Cg-ZL56o2oU2GbylX5g,"""Taqueria Tóluca""",,"""4801-P N Tryon St""",Charlotte,NC,28213,35.2586990131,-80.7859582454,3.5,6,1,Restaurants;Mexican
143576,Ia-1IUh00e_5ie90ju-hpw,"""The Egg at Davidson""",,"""231 Griffith St""",Davidson,NC,28036,35.501781,-80.84956,3.5,59,1,Breakfast & Brunch;Restaurants;Food;Sandwiches;Coffee & Tea
143606,wMNDGq6c5iN9tiIplpfjhg,"""Tres Pesos Bar and Grill""",,"""1414 E Franklin Blvd""",Gastonia,NC,28054,35.2626926,-81.1551522,3.0,13,1,Mexican;Restaurants
